titles,links
Nhiều tỉnh tiêm vaccine COVID-19 đợt 2 cho lực lượng tuyến đầu chống dịch,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2390
Việt Nam nâng cao an toàn tiêm chủng vắc-xin COVID-19 hơn một số quốc gia khác,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2389
"Phát hiện 6 ca mắc COVID-19 tại 4 tỉnh, thành phố",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2383
Sức khỏe 2 bệnh nhân COVID-19 ở Nghệ An tiến triển tốt,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2387
Cấp thêm 20.000 liều vaccine COVID-19 đợt 2 cho Hà Nội và 13 đơn vị thuộc Bộ Y tế,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2382
Đông máu sau tiêm vaccine COVID-19 có thể được xử lý ở y tế cơ sở nhờ Telehealth,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2381
"Đội phản ứng nhanh BV Chợ Rẫy lên đường đến Kiên Giang tăng cường ""lá chắn"" chống dịch COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2380
Chuyên gia đầu ngành của BV Chợ Rẫy đến Kiên Giang hỗ trợ chống dịch COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2386
[Infographic] Khuyến cáo của WHO về tiêm vắc xin phòng COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2385
Yên Bái ghi nhận ca mắc COVID-19 sau khi nhập cảnh,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2384
"Tuần qua, hơn 1 vạn người Việt Nam được tiêm vaccine COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2377
"Phát hiện 3 ca mắc COVID-19, đều là các ca nhập cảnh",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2376
"Chiều 18/4: Thêm 3 ca mắc COVID-19 tại Hoà Bình, Bắc Ninh và Khánh Hoà",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2375
"Bộ Y tế: Kiên Giang cần siết chặt đường biên, giữ vững đường biển, hạn chế tối đa nguy cơ dịch bệnh xâm nhập từ bên ngoài",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2374
Sáng 18/4: Không có ca mắc COVID-19; Bộ trưởng Bộ Y tế kiểm tra phòng chống dịch tại Kiên Giang,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2372
Đặt tình huống bất ngờ phát hiện ca nghi nhiễm COVID-19 tại bệnh viện để kiểm tra khả năng ứng phó,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2371
Bộ Y tế điều chỉnh phân bổ 110.000 liều vắc xin COVID-19 của COVAX đợt 2,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2370
Phát hiện 8 ca mắc mới COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2369
Bộ trưởng Bộ Y tế cùng 4 Thứ trưởng kiểm tra phòng chống dịch COVID-19 các tỉnh khu vực Tây Nam Bộ,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2367
Cấp bổ sung 10.650 liều vaccine COVID-19 cho 5 tỉnh miền Nam,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2366
Bộ Y tế thông tin về việc tiếp nhận và phê duyệt hồ sơ nhập vaccine phòng COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2365
Chuyên gia Trung Quốc phát hiện mắc COVID-19 trong ngày cuối cách ly,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2364
"Sáng 17/4: Thêm 1 ca mắc COVID-19 ở Bắc Ninh, hơn 40.000 người cách ly chống dịch",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2362
"Nhiều vấn đề đặt ra với loại ""hộ chiếu"" đặc biệt ""nóng"" hiện nay",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2361
Tin vui: Hải Dương không còn bệnh nhân mắc COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2360
TP.HCM tiếp nhận vắc xin để tiêm phòng COVID-19 đợt 2,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2359
Hải Dương công bố bệnh nhân COVID-19 cuối cùng khỏi bệnh,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2357
Nghệ An: Chuẩn bị sẵn mọi phương án sau 2 ca nhiễm COVID-19 được cách ly ngay,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2356
Bộ Y tế: Các địa phương cần sẵn sàng cho tình huống có dịch COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2355
50 người đầu tiên được tiêm vắc xin COVID-19 tại Cao Bằng,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2354
Không được phép để một liều vaccine nào phải huỷ vì không tổ chức tiêm,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2352
"Bộ Y tế: Ngày 5/5, các địa phương phải hoàn thành tiêm chủng vắc xin COVID-19 của COVAX",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2351
12 F1 liên quan đến ca mắc COVID-19 nhập cảnh trái phép ở An Giang đều âm tính lần 1,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2350
Nghệ An 2 người mắc COVID-19 sau khi nhập cảnh từ Nhật Bản,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2349
TP.HCM cảnh giác trước nguy cơ dịch bệnh xâm nhập,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2347
Sáng 16/4: Không ca mắc mới; hơn 63.700 người Việt đã tiêm vắc xin COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2346
"Đẩy nhanh tiến độ tiêm vaccine COVID-19 để ""Việt Nam không rơi vào tình trạng phong tỏa"" như nhiều quốc gia",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2345
Bộ Y tế- WHO- UNICEF: Tiêm chủng vắc xin phòng COVID-19 an toàn góp phần đẩy lùi đại dịch,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2344
"Hải Dương: Áp dụng các biện pháp phòng, chống dịch COVID-19 trong trạng thái bình thường mới",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2342
"Ban Chỉ đạo: Không lơ là trong phòng chống COVID-19; tiêm chủng vắc xin đúng tiến độ, đối tượng",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2341
"Lính biên phòng túc trực bên dòng Bình Di, ngăn COVID-19 xâm nhập qua biên giới Tây Nam",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2340
Thừa Thiên – Huế tiếp nhận 6.200 liều vaccine COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2339
"Hơn 62.000 người Việt đã tiêm ngừa COVID-19; có ""cuộc đua tranh khốc liệt"" trong tìm kiếm vắc xin",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2337
"Khởi động “Tìm hiểu về công tác ATVSLĐ và phòng, chống dịch COVID-19 tại nơi làm việc”",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2336
114 đơn vị được cấp phép thực hiện xét nghiệm khẳng định COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2335
"4 ca mắc mới COVID-19, hơn 62.000 người đã được tiêm vaccine đợt 1",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2334
"Hà Nội và 4 tỉnh, thành phát hiện 16 ca mắc COVID-19 mới",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2332
Chuẩn bị phương án đầu tư nếu Việt Nam thử nghiệm thành công vaccine COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2331
70% vaccine của đợt 1 đã được tiêm cho lực lượng tuyến đầu chống dịch,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2330
"3 ca mắc mới COVID-19, tăng số người cách ly phòng dịch",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2329
"Cô gái ở Hà Nội vừa từ Nhật về mắc COVID-19, Bắc Ninh là tỉnh đầu tiên tiêm vaccine đợt 2",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2326
"TPHCM: Thắt chặt kiểm soát, không để dịch bệnh tái xâm nhập cộng đồng",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2327
Sáng 13/4: Thêm 2 ca mắc COVID-19 tại TP Hồ Chí Minh,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2325
"Vừa được phân bổ 53.350 liều vaccine COVID-19, Hà Nội triển khai tiêm trong 18 ngày",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2324
"96 người hoàn thành mũi 1, sáng nay tiêm mũi 2 vaccine Covivac cho 6 tình nguyện viên",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2322
Sáng 12/4: 6 người đầu tiên tiêm thử nghiệm mũi 2 vắc xin COVIVAC phòng COVID-19 của Việt Nam,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2321
"Hà Nội phát hiện 2 người nhập cảnh mắc COVID-19, tuần này cả nước nhận vaccine đợt 2",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2320
Thêm 1 ca mắc COVID-19 được cách ly sau khi nhập cảnh,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2319
Phát hiện 9 người mắc mới COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2317
8 tỉnh kết thúc tiêm vaccine COVID-19 đợt 1,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2316
"Thêm 14 ca mắc COVID-19, đều là các ca nhập cảnh",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2315
Thêm 1 ca mắc COVID-19 mới; Quảng Ninh phê duyệt kế hoạch tiêm vaccine đợt 2,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2314
TP.HCM lập danh sách 10 nhóm đối tượng ưu tiên tiêm miễn phí vắc xin COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2312
"Phát hiện 9 ca mắc COVID-19 nhập cảnh, có 2 mẹ con ở Hưng Yên",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2310
"Phản ứng sau tiêm vaccine COVID-19 tại Việt Nam ""thấp tương đương"" khuyến cáo, người dân cần bình tĩnh",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2309
"Nhiều sáng kiến, sáng tạo đã được ứng dụng  chống dịch COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2311
"Tròn 1 tháng, hơn 55.100 người Việt đã tiêm vaccine COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2306
Đã có bệnh viện để lọt bệnh nhân COVID-19: Các cơ sở y tế tư nhân phải siết công tác phòng chống dịch,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2307
Chi tiết phân bổ vaccine COVID-19 đợt 2,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-1932
"2 người ở Hà Nội mắc COVID-19 khi vừa về nước, cả nước thêm 11 ca",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2305
Chính thức giải thể bệnh viện dã chiến cuối cùng ở Hải Dương,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2303
Hệ thống quản lý vaccine của Việt Nam đạt cấp độ cao thứ 2 trong thang đánh giá của WHO,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2302
Ngày mai hoàn thành thử nghiệm giai đoạn 2 vaccine Nano Covax tại Hà Nội,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2301
Hệ thống quản lý vắc xin của Việt Nam đạt cấp độ cao thứ hai trong thang đánh giá của WHO,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2300
"Cập nhật tiến độ thử nghiệm lâm sàng 2 vắc xin phòng COVID-19 ""made in' Việt Nam",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2298
Gần 54.000 người đã tiêm vaccine COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2297
"Sáng 7/4: Không có ca mới, gần 54.000 người Việt Nam đã tiêm vắc xin COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2296
"11 ca mắc COVID-19 mới, 3 người có địa chỉ ở Hà Nội",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2295
"Bộ Y tế: 63 tỉnh, thành hỏa tốc lập danh sách 10 nhóm ưu tiên tiêm vắc xin COVID-19 miễn phí",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2293
"Hoả tốc: Bộ Y tế yêu cầu 63 tỉnh/thành rà soát khẩn đối tượng ưu tiên, miễn phí tiêm vaccine COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2292
"Hà Nội đã tiêm vắc xin COVID-19 cho hơn 7.600 người, chuẩn bị tiêm đợt 2",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2291
"Gần 53.000 người được tiêm vaccine COVID-19, chiếm hơn 60% tổng số liều đợt 1",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2290
"Sắp có thêm 50.000 liều vaccine COVID-19, Hà Nội mở rộng đối tượng được tiêm",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2288
Phát hiện 6 người mắc COVID-19 mới,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2287
Gần 2 tuần không phát hiện ca mắc mới COVID-19 trong nước,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2286
"Tin vui: 10 ngày liên tiếp Hải Dương không có ca mắc mới, 9 địa phương không còn người cách ly",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2285
"Thêm 244 người tiêm vaccine trong ngày 3/4 ở 4 tỉnh, thành",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2283
"8 người mắc COVID-19 trên chuyến bay về nước, có người địa chỉ ở Hà Nội",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2282
"Vừa về nước, 6 người phát hiện mắc COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2281
"Từ hôm nay, người Hải Dương đến Quảng Ninh không phải cách ly y tế",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2280
"TIN VUI: Từ ngày 3/4, người từ tỉnh Hải Dương đến Quảng Ninh không phải cách ly y tế",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2278
Phát hiện 3 ca mắc COVID-19 mới,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2277
Việt Nam sẽ đạt mục tiêu cung cấp vắc xin phòng COVID-19 cho 20% dân số cuối năm 2021,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2276
Hơn 7.600 người ở Hà Nội đã được tiêm vắc xin COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2275
"Bộ Y tế làm việc với các tổ chức quốc tế, Liên minh châu Âu, Hoa Kỳ, Nhật Bản về tiêm vaccine COVID-19 tại Việt Nam",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2273
"Thay đổi lớn trong số người cách ly, sớm phân bổ vaccine COVID-19 vừa nhận đến các địa phương",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2272
TP.HCM: Không còn cách ly tập trung người đến từ địa phương khác,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2270
"Phó Thủ tướng Vũ Đức Đam: ""Sau khi tiêm vaccine COVID-19, sức khoẻ tôi hoàn toàn bình thường""",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2271
"Phó Thủ tướng: Việt Nam sẽ dùng ""món quà quý báu"" trên tinh thần ""bình đẳng trong tiếp cận""",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2268
"Gần 3,37 triệu liều vắc xin COVID-19 qua COVAX sẽ tiếp tục về Việt Nam trong tháng 5/2021",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2267
Bổ sung kinh phí mua vắc xin phòng bệnh COVID – 19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2266
Hải Dương: Hình ảnh đẹp của cô và trò nơi xuất hiện chùm ca bệnh COVID-19 đầu tiên,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2264
Hơn 811.000 liều vaccine COVID-19 vừa về đến Việt Nam,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2263
Tiêm vắc xin COVID-19 cho cán bộ chiến sĩ biên phòng Tây Ninh,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2262
811.200 liều vắc xin phòng COVID-19 của COVAX đã về đến Việt Nam,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2261
Gần 50.000 người Việt Nam đã được tiêm vaccine COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2260
Niềm vui trước ngày trở lại trường học ở vùng dịch Hải Dương,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2258
"Bộ Y tế thảo luận với Đại sứ Trung Quốc, Ấn Độ và Tham tán công sứ Nga về vaccine phòng COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2257
Các trường hợp ở Phú Thọ liên quan đến chuyến bay VJ458 đều âm tính 3 lần với SAR-CoV-2,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2256
BN2391 ở Hải Phòng xét nghiệm lần thứ 13 đã có kết quả âm tính,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2255
Hà Nội phát hiện người đàn ông tái dương tính sau 2 tuần ra viện,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2253
"Tin vui: 5 ngày liên tiếp không có ca mắc mới, Hải Dương kết thúc Chỉ thị 19 từ 0h ngày 01/4",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2252
Gần 93% ca mắc COVID-19 ở Việt Nam đã khỏi bệnh,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2251
"Bộ trưởng Bộ Y tế: Vaccine COVID-19 sẽ tiêm trên quy mô rộng hơn, cho nhiều đối tượng hơn",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2250
Thủ tướng duyệt hỗ trợ 270 tỷ đồng cho Hải Dương chống dịch COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2248
Thanh Hóa phê bình một giám đốc trung tâm y tế vì chậm tiếp cận F1,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2247
Thêm 1.276 người tiêm vaccine COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2246
"Gần 46.500 người Việt Nam đã tiêm vắc xin COVID-19, tròn 12h không có ca mắc",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2245
"Quý I/2021: Dịch COVID-19 khiến tỷ lệ thất nghiệp tăng, tiêu dùng giảm",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2243
"Từ 1/4, Hải Dương về trạng thái bình thường mới",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2241
"Khẩn tìm người đến AEON Bình Dương, quán mì Tiều Châu liên quan ca COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2240
"Có 89 người liên quan đến chuyến bay có 2 ca dương tính, Hà Nội đẩy mạnh kiểm tra công tác phòng chống dịch",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2242
Kết quả xét nghiệm của 89 người Hà Nội trên chuyến bay có ca COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2238
Phát hiện 3 người phụ nữ mắc COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2237
Bắc Ninh lên kịch bản ứng phó sau khi ghi nhận 2 ca mắc mới và 3 ca tái dương tính với Sars-CoV-2,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2236
244 người liên quan ca bệnh nhập cảnh trái phép về Hải Phòng đều âm tính,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2234
TP. HCM: Người tiếp xúc với BN2580 và 4 ca nhập cảnh trái phép có kết quả âm tính với COVID-19,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2233
"0 ca mắc mới, hơn 45.000 người tuyến đầu chống dịch được tiêm vaccine COVID-19",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2232
Tin vui: 7 huyện ở Hải Dương không còn trường hợp F1 cách ly tập trung,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2231
Nóng: Truy vết được 9 trong nhóm 10 người nhập cảnh trái phép,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2230
Bắc Ninh: Phun khử khuẩn tại nơi ở của 3 trường hợp tái dương tính,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2229
Bắc Ninh: 3 trường hợp F0 tại xã Lâm Thao tái dương tính với SARS-CoV -2,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2227
Bệnh viện Chợ Rẫy tiếp nhận nữ bệnh nhân COVID-19 nặng nhất Việt Nam,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2223
Cụ bà 79 tuổi mắc COVID-19 nặng nhất nước đã được chuyển đến BV Chợ Rẫy,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2226
Phát hiện thêm 3 trường hợp F1 liên quan đến ca mắc COVID-19 nhập cảnh trái phép,https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2225
"Hải Phòng: Điều tra, xử lý nghiêm ca mắc COVID-19 nhập cảnh trái phép",https://ncov.moh.gov.vn/vi/web/guest/-/6847426-2224
